timestamp,user,src_ip,dest_ip,event_type,process_name,file_hash,severity,ip_ip,ip_malicious_score,ip_threat_category,ip_confidence,hash_file_hash,hash_malicious_score,hash_threat_category,hash_confidence,anomaly_score,is_anomaly,normalized_anomaly,risk_level
2026-05-17 04:54:30.712104,user2,10.0.0.15,10.0.0.37,malware_detected,svchost.exe,,medium,10.0.0.18,10,benign,1,,86,phishing,86,-0.00911952230675811,0,-0.27568646568567656,low
2026-05-17 04:58:54.712104,user8,10.0.0.50,10.0.0.49,failed_login,powershell.exe,,low,10.0.0.42,33,benign,37,hash_44,28,benign,21,-0.06561059672604219,0,-1.9834321266505968,low
2026-05-17 05:02:40.712104,user6,10.0.0.27,10.0.0.13,impossible_travel,powershell.exe,,low,10.0.0.46,41,botnet,91,,95,bruteforce,74,-0.014384904263526677,0,-0.43486087124318473,low
2026-05-17 05:04:39.712104,user16,10.0.0.3,10.0.0.30,failed_login,chrome.exe,,high,10.0.0.1,80,unknown,85,,70,ransomware,83,-0.020916921018393986,0,-0.6323261059753262,low
2026-05-17 05:06:26.712104,user1,10.0.0.45,10.0.0.20,malware_detected,powershell.exe,,low,10.0.0.46,90,ransomware,61,,50,ransomware,97,-0.033367723346317824,0,-1.0087183744818264,low
2026-05-17 05:12:55.712104,user17,10.0.0.8,10.0.0.7,impossible_travel,powershell.exe,,low,10.0.0.11,7,benign,28,hash_49,17,benign,9,-0.03069226108127282,0,-0.9278381802002625,low
2026-05-17 05:13:00.712104,user2,10.0.0.6,10.0.0.49,successful_login,powershell.exe,,medium,10.0.0.42,52,botnet,69,,10,benign,34,-0.0487293899461933,0,-1.4731071252854715,low
2026-05-17 05:15:01.712104,user4,10.0.0.36,10.0.0.20,malware_detected,powershell.exe,,critical,10.0.0.19,79,bruteforce,66,hash_107,55,botnet,90,0.011979983911395986,1,0.3621592570760548,medium
2026-05-17 05:21:03.712104,user2,10.0.0.18,10.0.0.16,successful_login,winword.exe,,high,10.0.0.21,39,benign,26,,55,ransomware,84,-0.03233712345407708,0,-0.977562966087536,low
2026-05-17 05:23:33.712104,user2,10.0.0.43,10.0.0.19,impossible_travel,svchost.exe,,low,10.0.0.49,4,benign,31,hash_30,66,botnet,94,-0.022494497288187976,0,-0.6800168085735094,low
2026-05-17 05:39:24.712104,user12,10.0.0.35,10.0.0.45,failed_login,winword.exe,,medium,10.0.0.37,91,unknown,85,,77,unknown,89,-0.0373572406097295,0,-1.1293229277846786,low
2026-05-17 05:41:29.712104,user12,10.0.0.27,10.0.0.17,failed_login,powershell.exe,,low,10.0.0.31,36,benign,18,hash_189,99,phishing,85,-0.03998738478776526,0,-1.2088331398655348,low
2026-05-17 05:53:20.712104,user5,10.0.0.12,10.0.0.39,successful_login,cmd.exe,,low,10.0.0.12,35,benign,2,,60,phishing,66,-0.05362816172561852,0,-1.6211987722645738,low
2026-05-17 05:53:26.712104,user12,10.0.0.33,10.0.0.16,suspicious_powershell,svchost.exe,hash_21,medium,10.0.0.1,71,unknown,93,hash_1,94,ransomware,52,-0.009405948902515171,0,-0.28434524552155976,low
2026-05-17 06:06:20.712104,user17,10.0.0.7,10.0.0.5,failed_login,chrome.exe,,low,10.0.0.10,39,benign,36,,28,benign,35,-0.058669765852566724,0,-1.7736082928942534,low
2026-05-17 06:07:42.712104,user18,10.0.0.22,10.0.0.37,successful_login,cmd.exe,,low,10.0.0.3,43,phishing,90,,14,benign,45,-0.04594772174794581,0,-1.3890162871374252,low
2026-05-17 06:11:15.712104,user17,10.0.0.8,10.0.0.21,failed_login,powershell.exe,,low,10.0.0.6,54,bruteforce,65,,10,benign,33,-0.057177974793642616,0,-1.7285109083227492,low
2026-05-17 06:11:36.712104,user5,10.0.0.45,10.0.0.44,malware_detected,svchost.exe,,low,10.0.0.27,8,benign,30,hash_162,1,benign,21,-0.019643052979831377,0,-0.5938166133190037,low
2026-05-17 06:25:13.712104,user13,10.0.0.28,10.0.0.30,successful_login,powershell.exe,hash_25,low,10.0.0.41,98,ransomware,71,hash_2,45,phishing,56,-0.04603752924540805,0,-1.391731200346102,low
2026-05-17 06:32:58.712104,user9,10.0.0.4,10.0.0.46,successful_login,winword.exe,,medium,10.0.0.16,48,botnet,61,,52,ransomware,60,-0.04693066138054214,0,-1.4187309086030742,low
2026-05-17 06:36:00.712104,user2,10.0.0.46,10.0.0.44,malware_detected,svchost.exe,,medium,10.0.0.29,83,ransomware,70,,10,benign,30,-0.022381457696987017,0,-0.6765995807481383,low
2026-05-17 06:49:37.712104,user13,10.0.0.34,10.0.0.21,successful_login,svchost.exe,,low,10.0.0.44,58,unknown,76,hash_132,24,benign,4,-0.05636174646630876,0,-1.7038360300576403,low
2026-05-17 06:50:24.712104,user20,10.0.0.32,10.0.0.49,privilege_escalation,chrome.exe,,low,10.0.0.18,95,bruteforce,67,,39,benign,40,-0.006463207173581287,0,-0.19538509614242647,low
2026-05-17 06:57:24.712104,user10,10.0.0.35,10.0.0.25,failed_login,cmd.exe,,low,10.0.0.19,63,botnet,88,,55,phishing,56,-0.055520747057083986,0,-1.6784123130060242,low
2026-05-17 07:01:58.712104,user4,10.0.0.44,10.0.0.5,successful_login,cmd.exe,,low,10.0.0.8,74,unknown,50,,44,ransomware,57,-0.05257803185996407,0,-1.5894529656932463,low
2026-05-17 07:06:53.712104,user8,10.0.0.40,10.0.0.15,successful_login,chrome.exe,hash_3,low,10.0.0.38,66,botnet,91,,20,benign,34,-0.07116406420002735,0,-2.1513154618411643,low
2026-05-17 07:15:20.712104,user20,10.0.0.49,10.0.0.49,lateral_movement,winword.exe,,critical,10.0.0.30,16,benign,7,,16,benign,45,0.012699784259413816,1,0.3839190825657408,medium
2026-05-17 07:21:27.712104,user10,10.0.0.36,10.0.0.13,failed_login,svchost.exe,hash_169,high,10.0.0.27,93,ransomware,66,,53,botnet,88,-0.024572593189232217,0,-0.7428384010915982,low
2026-05-17 07:28:45.712104,user17,10.0.0.13,10.0.0.11,failed_login,powershell.exe,,medium,10.0.0.36,58,unknown,74,,38,benign,50,-0.045857465673468434,0,-1.3862878132829457,low
2026-05-17 07:40:12.712104,user20,10.0.0.11,10.0.0.28,lateral_movement,cmd.exe,,low,10.0.0.25,2,benign,16,,66,phishing,71,-0.02143782145635903,0,-0.648073115071437,low
2026-05-17 07:45:11.712104,user20,10.0.0.47,10.0.0.40,impossible_travel,winword.exe,,medium,10.0.0.20,58,unknown,64,,62,ransomware,55,-0.016120611646831373,0,-0.48733193473443803,low
2026-05-17 08:05:21.712104,user12,10.0.0.12,10.0.0.21,failed_login,winword.exe,,low,10.0.0.19,74,unknown,68,,8,benign,1,-0.041602901330876296,0,-1.257670790681628,low
2026-05-17 08:06:07.712104,user6,10.0.0.37,10.0.0.50,impossible_travel,chrome.exe,,medium,10.0.0.18,13,benign,9,,49,phishing,85,-0.014299525985532524,0,-0.43227985494487553,low
2026-05-17 08:19:01.712104,user14,10.0.0.25,10.0.0.9,malware_detected,winword.exe,,high,10.0.0.26,70,botnet,71,,39,benign,22,-0.015459290097161626,0,-0.467339944520749,low
2026-05-17 08:32:08.712104,user12,10.0.0.28,10.0.0.13,impossible_travel,winword.exe,,low,10.0.0.43,54,ransomware,75,,70,bruteforce,68,-0.017941858218625484,0,-0.5423888789066117,low
2026-05-17 08:34:14.712104,user4,10.0.0.46,10.0.0.29,failed_login,svchost.exe,,high,10.0.0.21,37,benign,6,,70,ransomware,85,-0.02289515932624009,0,-0.6921289672469031,low
2026-05-17 08:35:43.712104,user13,10.0.0.44,10.0.0.22,failed_login,svchost.exe,,medium,10.0.0.5,98,unknown,55,,29,benign,8,-0.030512600676582624,0,-0.9224069810292277,low
2026-05-17 08:39:31.712104,user10,10.0.0.7,10.0.0.50,successful_login,svchost.exe,,low,10.0.0.33,97,botnet,98,,69,bruteforce,65,-0.05438918073064647,0,-1.6442046526998144,low
2026-05-17 08:41:00.712104,user2,10.0.0.22,10.0.0.30,successful_login,chrome.exe,hash_110,low,10.0.0.40,63,bruteforce,70,,100,bruteforce,66,-0.04497631816042619,0,-1.3596504044969262,low
2026-05-17 08:43:35.712104,user9,10.0.0.33,10.0.0.41,impossible_travel,cmd.exe,hash_161,low,10.0.0.48,96,bruteforce,79,hash_163,42,unknown,79,-0.01030143604088729,0,-0.311416146380242,low
2026-05-17 08:47:47.712104,user13,10.0.0.31,10.0.0.46,successful_login,chrome.exe,hash_189,low,10.0.0.25,78,bruteforce,81,,49,ransomware,97,-0.05125388725045199,0,-1.5494235940689671,low
2026-05-17 08:54:01.712104,user7,10.0.0.29,10.0.0.40,successful_login,winword.exe,,low,10.0.0.25,61,bruteforce,55,,6,benign,22,-0.059186969279138524,0,-1.7892435399955664,low
2026-05-17 08:58:14.712104,user12,10.0.0.7,10.0.0.16,successful_login,cmd.exe,,low,10.0.0.7,95,ransomware,51,hash_9,51,ransomware,70,-0.0389354279605183,0,-1.177032103582887,low
2026-05-17 08:58:52.712104,user20,10.0.0.33,10.0.0.41,malware_detected,powershell.exe,hash_161,high,10.0.0.12,80,ransomware,85,,65,unknown,100,-0.009369743507347206,0,-0.28325074329908995,low
2026-05-17 09:13:30.712104,user6,10.0.0.7,10.0.0.24,failed_login,winword.exe,,medium,10.0.0.44,90,ransomware,89,,19,benign,13,-0.03271816934620264,0,-0.9890821215575868,low
2026-05-17 09:13:54.712104,user11,10.0.0.28,10.0.0.19,successful_login,svchost.exe,,low,10.0.0.16,63,phishing,84,,96,ransomware,95,-0.0456465761629431,0,-1.379912546920164,low
2026-05-17 09:43:14.712104,user13,10.0.0.18,10.0.0.25,successful_login,cmd.exe,hash_137,low,10.0.0.10,89,phishing,75,,39,benign,2,-0.04448188117669033,0,-1.3447033952166911,low
2026-05-17 09:44:53.712104,user19,10.0.0.19,10.0.0.25,failed_login,winword.exe,,medium,10.0.0.14,55,phishing,81,hash_87,80,ransomware,89,-0.04719255336745337,0,-1.4266479983183384,low
2026-05-17 09:47:24.712104,user4,10.0.0.9,10.0.0.13,successful_login,svchost.exe,hash_79,low,10.0.0.23,7,benign,44,,84,botnet,97,-0.05634073312058785,0,-1.7032007889979484,low
2026-05-17 10:11:23.712104,user13,10.0.0.24,10.0.0.50,failed_login,svchost.exe,,medium,10.0.0.3,99,ransomware,74,,80,ransomware,100,-0.024981447864504236,0,-0.7551982261584527,low
2026-05-17 10:18:31.712104,user5,10.0.0.6,10.0.0.34,impossible_travel,winword.exe,,high,10.0.0.13,79,bruteforce,95,,35,benign,45,0.0001551399890336591,1,0.004689938115673996,low
2026-05-17 10:22:41.712104,user12,10.0.0.37,10.0.0.10,malware_detected,cmd.exe,,low,10.0.0.36,87,ransomware,98,,5,benign,35,-0.009512977564004377,0,-0.2875807607624361,low
2026-05-17 10:23:04.712104,user2,10.0.0.8,10.0.0.42,successful_login,winword.exe,hash_197,medium,10.0.0.26,7,benign,7,,72,phishing,81,-0.04042824348582125,0,-1.2221604581444514,low
2026-05-17 10:28:24.712104,user7,10.0.0.27,10.0.0.34,successful_login,cmd.exe,,low,10.0.0.3,96,botnet,64,,27,benign,45,-0.052774105778865654,0,-1.5953803513497362,low
2026-05-17 10:37:20.712104,user14,10.0.0.49,10.0.0.39,successful_login,powershell.exe,hash_114,medium,10.0.0.49,49,phishing,100,,10,benign,16,-0.058448295255343674,0,-1.766913156444346,low
2026-05-17 10:38:39.712104,user15,10.0.0.42,10.0.0.2,failed_login,chrome.exe,,medium,10.0.0.42,85,bruteforce,87,,6,benign,30,-0.02986057878886672,0,-0.9026961229680668,low
2026-05-17 10:40:36.712104,user14,10.0.0.13,10.0.0.36,suspicious_powershell,powershell.exe,hash_139,low,10.0.0.36,7,benign,40,,100,botnet,56,-0.007120297212301119,0,-0.21524916624593302,low
2026-05-17 10:48:10.712104,user6,10.0.0.35,10.0.0.6,failed_login,cmd.exe,,high,10.0.0.21,94,botnet,80,hash_77,45,ransomware,75,-0.014705325166772865,0,-0.44454731131935976,low
2026-05-17 10:53:37.712104,user18,10.0.0.38,10.0.0.45,lateral_movement,cmd.exe,,medium,10.0.0.15,79,unknown,82,,83,ransomware,78,0.007809791247458675,1,0.23609282091006806,medium
2026-05-17 10:57:19.712104,user18,10.0.0.20,10.0.0.22,malware_detected,svchost.exe,,low,10.0.0.34,49,phishing,72,,58,bruteforce,79,-0.026430271693308804,0,-0.7989966957853459,low
2026-05-17 11:06:19.712104,user6,10.0.0.24,10.0.0.4,failed_login,chrome.exe,,low,10.0.0.34,72,unknown,97,,65,phishing,64,-0.0509329094714433,0,-1.539720319436592,low
2026-05-17 11:06:19.712104,user4,10.0.0.29,10.0.0.32,lateral_movement,chrome.exe,,low,10.0.0.27,2,benign,43,hash_15,74,ransomware,96,-0.00883496503131248,0,-0.2670841960805443,low
2026-05-17 11:06:52.712104,user11,10.0.0.10,10.0.0.50,failed_login,powershell.exe,,critical,10.0.0.20,32,benign,3,,16,benign,13,-0.007219376172420411,0,-0.218244359132172,low
2026-05-17 11:17:59.712104,user10,10.0.0.2,10.0.0.50,successful_login,powershell.exe,,critical,10.0.0.14,52,phishing,54,,60,unknown,87,-0.023270736874777764,0,-0.7034828127077023,low
2026-05-17 11:24:03.712104,user16,10.0.0.42,10.0.0.43,failed_login,chrome.exe,,critical,10.0.0.48,72,phishing,74,,12,benign,22,-0.005999667394210317,0,-0.181372120552159,low
2026-05-17 11:28:27.712104,user12,10.0.0.8,10.0.0.37,failed_login,powershell.exe,,low,10.0.0.7,66,bruteforce,54,,83,ransomware,57,-0.042601999535655743,0,-1.287873891642786,low
2026-05-17 11:29:53.712104,user4,10.0.0.22,10.0.0.2,successful_login,cmd.exe,,low,10.0.0.9,95,ransomware,94,,47,bruteforce,87,-0.04581663238945266,0,-1.3850534083027304,low
2026-05-17 11:38:06.712104,user7,10.0.0.9,10.0.0.7,successful_login,svchost.exe,,medium,10.0.0.45,13,benign,26,,14,benign,32,-0.04886375029716772,0,-1.4771688874087985,low
2026-05-17 11:39:51.712104,user12,10.0.0.28,10.0.0.23,impossible_travel,powershell.exe,hash_25,low,10.0.0.28,98,ransomware,65,,19,benign,32,-0.019273135359165694,0,-0.5826338695298249,low
2026-05-17 11:41:22.712104,user2,10.0.0.25,10.0.0.18,successful_login,cmd.exe,,low,10.0.0.16,78,ransomware,85,,0,benign,43,-0.0417109300693439,0,-1.2609365386121467,low
2026-05-17 11:42:06.712104,user14,10.0.0.7,10.0.0.3,malware_detected,svchost.exe,,critical,10.0.0.33,1,benign,13,,64,bruteforce,67,0.01795898075583996,1,0.5429064994145117,high
2026-05-17 11:44:56.712104,user19,10.0.0.9,10.0.0.21,lateral_movement,powershell.exe,,low,10.0.0.14,35,benign,45,hash_48,1,benign,18,-0.020637413208041633,0,-0.6238764835306858,low
2026-05-17 11:46:05.712104,user2,10.0.0.2,10.0.0.10,lateral_movement,svchost.exe,hash_19,low,10.0.0.3,76,phishing,59,,74,bruteforce,69,-0.02071143506721429,0,-0.6261141911706649,low
2026-05-17 11:58:30.712104,user10,10.0.0.7,10.0.0.25,malware_detected,svchost.exe,,high,10.0.0.50,23,benign,49,,59,unknown,50,-0.003911275511716328,0,-0.1182392767819578,low
2026-05-17 11:58:42.712104,user11,10.0.0.26,10.0.0.28,successful_login,cmd.exe,,low,10.0.0.29,3,benign,7,,71,bruteforce,64,-0.03944100481382523,0,-1.1923158751591003,low
2026-05-17 12:08:21.712104,user14,10.0.0.20,10.0.0.16,failed_login,chrome.exe,,low,10.0.0.22,22,benign,22,hash_49,3,benign,24,-0.0460535193399213,0,-1.3922145867005684,low
2026-05-17 12:15:39.712104,user13,10.0.0.25,10.0.0.42,successful_login,chrome.exe,,medium,10.0.0.6,46,bruteforce,99,,52,botnet,62,-0.04182094626809163,0,-1.2642623681875027,low
2026-05-17 12:53:22.712104,user1,10.0.0.15,10.0.0.11,malware_detected,svchost.exe,hash_128,medium,10.0.0.32,7,benign,46,,95,unknown,68,-0.014648017776144107,0,-0.44281488812342074,low
2026-05-17 12:53:46.712104,user12,10.0.0.39,10.0.0.15,malware_detected,powershell.exe,,critical,10.0.0.7,90,bruteforce,56,,10,benign,13,0.013598191106789392,1,0.4110782472861604,medium
2026-05-17 13:12:12.712104,user6,10.0.0.15,10.0.0.2,suspicious_powershell,winword.exe,,low,10.0.0.6,73,ransomware,73,,96,phishing,96,-0.01240374258595106,0,-0.3749696354447947,low
2026-05-17 13:16:02.712104,user17,10.0.0.1,10.0.0.21,failed_login,chrome.exe,,medium,10.0.0.25,60,bruteforce,66,hash_117,5,benign,29,-0.03672009049909364,0,-1.1100616489365236,low
2026-05-17 13:21:25.712104,user7,10.0.0.1,10.0.0.44,impossible_travel,svchost.exe,,medium,10.0.0.41,74,unknown,92,,62,unknown,78,-0.0207679442914131,0,-0.6278224855060452,low
2026-05-17 13:27:17.712104,user14,10.0.0.48,10.0.0.36,successful_login,winword.exe,,low,10.0.0.2,36,benign,16,hash_115,62,botnet,51,-0.06724671147246175,0,-2.032892468620742,low
2026-05-17 13:31:15.712104,user17,10.0.0.28,10.0.0.23,impossible_travel,svchost.exe,,low,10.0.0.36,47,ransomware,76,hash_142,92,unknown,83,-0.02995257467073359,0,-0.905477191830711,low
2026-05-17 14:14:13.712104,user8,10.0.0.48,10.0.0.35,failed_login,svchost.exe,,medium,10.0.0.4,70,botnet,68,,33,benign,40,-0.04518528125148363,0,-1.3659674345007555,low
2026-05-17 14:22:44.712104,user6,10.0.0.31,10.0.0.48,failed_login,powershell.exe,,medium,10.0.0.46,70,unknown,77,,1,benign,29,-0.030604602303421546,0,-0.92518822356446,low
2026-05-17 14:23:27.712104,user8,10.0.0.8,10.0.0.15,failed_login,cmd.exe,hash_87,low,10.0.0.2,7,benign,47,,10,benign,12,-0.0450612518764858,0,-1.3622179815267748,low
2026-05-17 14:30:47.712104,user17,10.0.0.7,10.0.0.3,failed_login,powershell.exe,,low,10.0.0.22,38,benign,9,,20,benign,42,-0.058429723446582094,0,-1.7663517239321325,low
2026-05-17 14:39:02.712104,user3,10.0.0.24,10.0.0.23,successful_login,winword.exe,,low,10.0.0.43,61,bruteforce,73,,76,ransomware,77,-0.04451954613188802,0,-1.3458420204680341,low
2026-05-17 14:54:09.712104,user13,10.0.0.29,10.0.0.12,privilege_escalation,powershell.exe,,low,10.0.0.28,48,botnet,57,hash_79,15,benign,17,-0.023687420836757234,0,-0.7160793199502906,low
2026-05-17 14:59:45.712104,user15,10.0.0.39,10.0.0.24,lateral_movement,chrome.exe,,critical,10.0.0.3,51,ransomware,68,,90,unknown,85,0.015299226449458692,1,0.4625011624183928,medium
2026-05-17 15:02:59.712104,user19,10.0.0.41,10.0.0.10,impossible_travel,cmd.exe,,critical,10.0.0.26,87,ransomware,64,,30,benign,50,0.008508322930210255,1,0.2572096869376385,medium
2026-05-17 15:10:20.712104,user7,10.0.0.26,10.0.0.5,successful_login,winword.exe,,medium,10.0.0.16,91,ransomware,74,,0,benign,11,-0.048311630449269505,0,-1.4604781042315729,low
2026-05-17 15:15:56.712104,user16,10.0.0.3,10.0.0.29,failed_login,chrome.exe,,medium,10.0.0.10,76,bruteforce,80,,35,benign,5,-0.038519425679082786,0,-1.1644562037902908,low
2026-05-17 15:20:35.712104,user10,10.0.0.48,10.0.0.14,successful_login,svchost.exe,,high,10.0.0.43,29,benign,38,,52,unknown,65,-0.032609429169482895,0,-0.9857948665907683,low
2026-05-17 15:23:55.712104,user3,10.0.0.48,10.0.0.50,successful_login,cmd.exe,,medium,10.0.0.36,60,unknown,53,,94,bruteforce,87,-0.038667184652502795,0,-1.1689230111279207,low
2026-05-17 15:27:47.712104,user10,10.0.0.32,10.0.0.13,successful_login,winword.exe,,low,10.0.0.2,87,unknown,99,hash_19,85,unknown,99,-0.05581282395417414,0,-1.6872419034997665,low
2026-05-17 15:32:55.712104,user14,10.0.0.8,10.0.0.13,failed_login,chrome.exe,,medium,10.0.0.31,40,benign,20,,4,benign,15,-0.043865156609482425,0,-1.3260595879517996,low
2026-05-17 15:34:38.712104,user11,10.0.0.1,10.0.0.48,suspicious_powershell,powershell.exe,,critical,10.0.0.18,64,phishing,68,,64,bruteforce,86,0.023103585356599787,1,0.698429761711124,high
2026-05-17 15:36:30.712104,user14,10.0.0.16,10.0.0.45,successful_login,svchost.exe,,medium,10.0.0.23,91,bruteforce,71,,4,benign,48,-0.05244972796331643,0,-1.5855742923800318,low
2026-05-17 15:48:18.712104,user3,10.0.0.49,10.0.0.9,malware_detected,chrome.exe,,medium,10.0.0.48,80,bruteforce,57,,83,bruteforce,91,-0.0023730052765521537,0,-0.07173680986133665,low
2026-05-17 15:52:54.712104,user20,10.0.0.47,10.0.0.5,successful_login,winword.exe,,high,10.0.0.12,55,phishing,65,,91,unknown,97,-0.026700541793578447,0,-0.8071670589049839,low
2026-05-17 16:10:45.712104,user5,10.0.0.10,10.0.0.41,impossible_travel,winword.exe,,high,10.0.0.25,41,botnet,67,hash_170,7,benign,47,-7.288211907069408e-05,0,-0.002203252883475319,low
2026-05-17 16:14:01.712104,user11,10.0.0.44,10.0.0.40,failed_login,winword.exe,,low,10.0.0.37,69,bruteforce,50,,50,phishing,55,-0.04535493765833076,0,-1.3710962091899688,low
2026-05-17 16:22:03.712104,user1,10.0.0.7,10.0.0.24,successful_login,powershell.exe,,medium,10.0.0.13,76,bruteforce,82,hash_139,62,bruteforce,57,-0.058979024136813385,0,-1.7829572829509799,low
2026-05-17 16:30:00.712104,user10,10.0.0.22,10.0.0.21,successful_login,winword.exe,,low,10.0.0.9,67,bruteforce,72,,6,benign,32,-0.060075293626204895,0,-1.8160979070761514,low
2026-05-17 16:30:58.712104,user4,10.0.0.47,10.0.0.45,successful_login,winword.exe,,medium,10.0.0.32,7,benign,8,,99,unknown,51,-0.030982176684108853,0,-0.9366024339851092,low
2026-05-17 16:32:20.712104,user4,10.0.0.8,10.0.0.16,failed_login,powershell.exe,,high,10.0.0.46,13,benign,18,,38,benign,3,-0.012737079626540637,0,-0.3850465350357045,low
2026-05-17 16:39:10.712104,user14,10.0.0.8,10.0.0.24,impossible_travel,svchost.exe,,high,10.0.0.28,25,benign,30,,90,botnet,77,-0.005402807577572666,0,-0.16332883189912326,low
2026-05-17 16:50:15.712104,user16,10.0.0.44,10.0.0.1,successful_login,powershell.exe,,medium,10.0.0.28,12,benign,17,,15,benign,11,-0.03903494028859528,0,-1.1800403973396076,low
2026-05-17 16:55:12.712104,user18,10.0.0.6,10.0.0.26,failed_login,powershell.exe,,high,10.0.0.30,21,benign,12,,37,benign,20,-0.034706336147342254,0,-1.0491851247810773,low
2026-05-17 17:09:16.712104,user8,10.0.0.34,10.0.0.48,successful_login,powershell.exe,,low,10.0.0.32,96,unknown,81,,57,botnet,78,-0.06610006835151322,0,-1.9982290313502575,low
2026-05-17 17:12:43.712104,user17,10.0.0.42,10.0.0.7,lateral_movement,svchost.exe,hash_82,high,10.0.0.37,91,unknown,93,,15,benign,9,-0.0002483172714602411,0,-0.007506721145564097,low
2026-05-17 17:22:14.712104,user6,10.0.0.21,10.0.0.4,malware_detected,chrome.exe,,low,10.0.0.5,33,benign,27,,94,ransomware,71,-0.019294144467085883,0,-0.5832689824792646,low
2026-05-17 17:24:15.712104,user7,10.0.0.14,10.0.0.23,failed_login,svchost.exe,hash_151,medium,10.0.0.43,15,benign,28,,75,bruteforce,59,-0.03689806112116878,0,-1.1154417653664617,low
2026-05-17 17:36:26.712104,user1,10.0.0.28,10.0.0.26,successful_login,cmd.exe,,low,10.0.0.19,47,botnet,51,,100,ransomware,59,-0.054958582604066,0,-1.6614178777742796,low
2026-05-17 17:39:08.712104,user9,10.0.0.36,10.0.0.7,malware_detected,powershell.exe,,medium,10.0.0.49,9,benign,21,,14,benign,45,-0.0018725509035945609,0,-0.05660789272327808,low
2026-05-17 18:01:33.712104,user2,10.0.0.14,10.0.0.27,successful_login,powershell.exe,,low,10.0.0.34,2,benign,37,,58,bruteforce,91,-0.05026733757263613,0,-1.5195998396274821,low
2026-05-17 18:03:53.712104,user3,10.0.0.30,10.0.0.10,successful_login,svchost.exe,,high,10.0.0.36,73,botnet,50,,74,botnet,85,-0.02824285413597205,0,-0.8537917201926475,low
2026-05-17 18:08:07.712104,user7,10.0.0.25,10.0.0.3,successful_login,cmd.exe,,low,10.0.0.32,17,benign,34,hash_131,10,benign,40,-0.05743191383583607,0,-1.7361875776357942,low
2026-05-17 18:11:05.712104,user10,10.0.0.9,10.0.0.2,failed_login,chrome.exe,,low,10.0.0.12,63,botnet,95,,94,unknown,63,-0.04326372960823932,0,-1.3078782316522735,low
2026-05-17 18:13:54.712104,user12,10.0.0.23,10.0.0.14,successful_login,powershell.exe,,low,10.0.0.15,59,unknown,89,hash_157,0,benign,45,-0.04671875135500109,0,-1.412324791701372,low
2026-05-17 18:16:19.712104,user1,10.0.0.5,10.0.0.28,failed_login,svchost.exe,,low,10.0.0.20,26,benign,42,,17,benign,40,-0.05917189584471644,0,-1.7887878646079982,low
2026-05-17 18:20:05.712104,user8,10.0.0.25,10.0.0.24,successful_login,svchost.exe,,high,10.0.0.30,54,botnet,75,,59,phishing,86,-0.0428471980490826,0,-1.2952863316022716,low
2026-05-17 18:24:38.712104,user20,10.0.0.18,10.0.0.47,successful_login,cmd.exe,,medium,10.0.0.39,58,phishing,100,,16,benign,31,-0.037933065482123385,0,-1.1467303224468457,low
2026-05-17 18:31:21.712104,user20,10.0.0.41,10.0.0.35,successful_login,winword.exe,,low,10.0.0.17,61,ransomware,73,,17,benign,50,-0.04788654813510351,0,-1.4476277117574992,low
2026-05-17 18:32:11.712104,user2,10.0.0.26,10.0.0.22,failed_login,svchost.exe,,critical,10.0.0.50,76,unknown,76,hash_117,6,benign,30,-0.0061441010980554656,0,-0.18573840378493894,low
2026-05-17 18:41:01.712104,user15,10.0.0.17,10.0.0.5,successful_login,winword.exe,,high,10.0.0.27,56,ransomware,71,,34,benign,27,-0.031146022255913952,0,-0.9415555450242393,low
2026-05-17 18:46:07.712104,user12,10.0.0.31,10.0.0.13,failed_login,winword.exe,,low,10.0.0.36,68,ransomware,50,,10,benign,47,-0.0438875462001973,0,-1.3267364333966274,low
2026-05-17 18:48:54.712104,user12,10.0.0.19,10.0.0.17,successful_login,winword.exe,,medium,10.0.0.43,91,botnet,80,,67,unknown,80,-0.04087863354697041,0,-1.235775912985343,low
2026-05-17 18:50:13.712104,user19,10.0.0.44,10.0.0.47,successful_login,svchost.exe,hash_18,low,10.0.0.48,95,ransomware,84,,56,phishing,98,-0.05349954594783124,0,-1.617310670671433,low
2026-05-17 18:50:30.712104,user6,10.0.0.12,10.0.0.19,failed_login,cmd.exe,,critical,10.0.0.15,69,unknown,73,,2,benign,14,-0.003656182662211349,0,-0.11052772745556377,low
2026-05-17 19:05:25.712104,user15,10.0.0.6,10.0.0.12,lateral_movement,svchost.exe,,medium,10.0.0.50,41,botnet,52,,86,botnet,66,-0.0015021707933877138,0,-0.04541116770759076,low
2026-05-17 19:25:58.712104,user8,10.0.0.43,10.0.0.15,successful_login,cmd.exe,,low,10.0.0.5,51,ransomware,91,,95,ransomware,50,-0.051517597930927084,0,-1.557395663550048,low
2026-05-17 19:32:11.712104,user8,10.0.0.48,10.0.0.15,successful_login,cmd.exe,hash_193,low,10.0.0.26,9,benign,48,,20,benign,23,-0.05406204728880726,0,-1.6343152901482902,low
2026-05-17 19:36:31.712104,user7,10.0.0.31,10.0.0.33,failed_login,cmd.exe,,medium,10.0.0.9,76,botnet,98,,58,phishing,62,-0.038317595837541296,0,-1.158354814505543,low
2026-05-17 19:37:51.712104,user11,10.0.0.6,10.0.0.26,malware_detected,cmd.exe,,high,10.0.0.11,16,benign,41,,51,ransomware,56,0.007773680443333986,1,0.2350011782091312,medium
