timestamp,user,src_ip,dest_ip,event_type,process_name,file_hash,severity,ip_ip,ip_malicious_score,ip_threat_category,ip_confidence,hash_file_hash,hash_malicious_score,hash_threat_category,hash_confidence
2026-05-17 10:22:41.712104,user12,10.0.0.37,10.0.0.10,malware_detected,cmd.exe,,low,10.0.0.36,87,ransomware,98,,5,benign,35
2026-05-17 10:23:04.712104,user2,10.0.0.8,10.0.0.42,successful_login,winword.exe,hash_197,medium,10.0.0.26,7,benign,7,,72,phishing,81
2026-05-17 10:28:24.712104,user7,10.0.0.27,10.0.0.34,successful_login,cmd.exe,,low,10.0.0.3,96,botnet,64,,27,benign,45
2026-05-17 10:37:20.712104,user14,10.0.0.49,10.0.0.39,successful_login,powershell.exe,hash_114,medium,10.0.0.49,49,phishing,100,,10,benign,16
2026-05-17 10:38:39.712104,user15,10.0.0.42,10.0.0.2,failed_login,chrome.exe,,medium,10.0.0.42,85,bruteforce,87,,6,benign,30
2026-05-17 10:40:36.712104,user14,10.0.0.13,10.0.0.36,suspicious_powershell,powershell.exe,hash_139,low,10.0.0.36,7,benign,40,,100,botnet,56
2026-05-17 10:48:10.712104,user6,10.0.0.35,10.0.0.6,failed_login,cmd.exe,,high,10.0.0.21,94,botnet,80,hash_77,45,ransomware,75
2026-05-17 10:53:37.712104,user18,10.0.0.38,10.0.0.45,lateral_movement,cmd.exe,,medium,10.0.0.15,79,unknown,82,,83,ransomware,78
2026-05-17 10:57:19.712104,user18,10.0.0.20,10.0.0.22,malware_detected,svchost.exe,,low,10.0.0.34,49,phishing,72,,58,bruteforce,79
2026-05-17 11:06:19.712104,user6,10.0.0.24,10.0.0.4,failed_login,chrome.exe,,low,10.0.0.34,72,unknown,97,,65,phishing,64
2026-05-17 11:06:19.712104,user4,10.0.0.29,10.0.0.32,lateral_movement,chrome.exe,,low,10.0.0.27,2,benign,43,hash_15,74,ransomware,96
2026-05-17 11:06:52.712104,user11,10.0.0.10,10.0.0.50,failed_login,powershell.exe,,critical,10.0.0.20,32,benign,3,,16,benign,13
2026-05-17 11:17:59.712104,user10,10.0.0.2,10.0.0.50,successful_login,powershell.exe,,critical,10.0.0.14,52,phishing,54,,60,unknown,87
2026-05-17 11:24:03.712104,user16,10.0.0.42,10.0.0.43,failed_login,chrome.exe,,critical,10.0.0.48,72,phishing,74,,12,benign,22
2026-05-17 11:28:27.712104,user12,10.0.0.8,10.0.0.37,failed_login,powershell.exe,,low,10.0.0.7,66,bruteforce,54,,83,ransomware,57
2026-05-17 11:29:53.712104,user4,10.0.0.22,10.0.0.2,successful_login,cmd.exe,,low,10.0.0.9,95,ransomware,94,,47,bruteforce,87
2026-05-17 11:38:06.712104,user7,10.0.0.9,10.0.0.7,successful_login,svchost.exe,,medium,10.0.0.45,13,benign,26,,14,benign,32
2026-05-17 11:39:51.712104,user12,10.0.0.28,10.0.0.23,impossible_travel,powershell.exe,hash_25,low,10.0.0.28,98,ransomware,65,,19,benign,32
2026-05-17 11:41:22.712104,user2,10.0.0.25,10.0.0.18,successful_login,cmd.exe,,low,10.0.0.16,78,ransomware,85,,0,benign,43
2026-05-17 11:42:06.712104,user14,10.0.0.7,10.0.0.3,malware_detected,svchost.exe,,critical,10.0.0.33,1,benign,13,,64,bruteforce,67
2026-05-17 11:44:56.712104,user19,10.0.0.9,10.0.0.21,lateral_movement,powershell.exe,,low,10.0.0.14,35,benign,45,hash_48,1,benign,18
2026-05-17 11:46:05.712104,user2,10.0.0.2,10.0.0.10,lateral_movement,svchost.exe,hash_19,low,10.0.0.3,76,phishing,59,,74,bruteforce,69
2026-05-17 11:58:30.712104,user10,10.0.0.7,10.0.0.25,malware_detected,svchost.exe,,high,10.0.0.50,23,benign,49,,59,unknown,50
2026-05-17 11:58:42.712104,user11,10.0.0.26,10.0.0.28,successful_login,cmd.exe,,low,10.0.0.29,3,benign,7,,71,bruteforce,64
2026-05-17 12:08:21.712104,user14,10.0.0.20,10.0.0.16,failed_login,chrome.exe,,low,10.0.0.22,22,benign,22,hash_49,3,benign,24
2026-05-17 12:15:39.712104,user13,10.0.0.25,10.0.0.42,successful_login,chrome.exe,,medium,10.0.0.6,46,bruteforce,99,,52,botnet,62
2026-05-17 12:53:22.712104,user1,10.0.0.15,10.0.0.11,malware_detected,svchost.exe,hash_128,medium,10.0.0.32,7,benign,46,,95,unknown,68
2026-05-17 12:53:46.712104,user12,10.0.0.39,10.0.0.15,malware_detected,powershell.exe,,critical,10.0.0.7,90,bruteforce,56,,10,benign,13
2026-05-17 13:12:12.712104,user6,10.0.0.15,10.0.0.2,suspicious_powershell,winword.exe,,low,10.0.0.6,73,ransomware,73,,96,phishing,96
2026-05-17 13:16:02.712104,user17,10.0.0.1,10.0.0.21,failed_login,chrome.exe,,medium,10.0.0.25,60,bruteforce,66,hash_117,5,benign,29
2026-05-17 13:21:25.712104,user7,10.0.0.1,10.0.0.44,impossible_travel,svchost.exe,,medium,10.0.0.41,74,unknown,92,,62,unknown,78
2026-05-17 13:27:17.712104,user14,10.0.0.48,10.0.0.36,successful_login,winword.exe,,low,10.0.0.2,36,benign,16,hash_115,62,botnet,51
2026-05-17 13:31:15.712104,user17,10.0.0.28,10.0.0.23,impossible_travel,svchost.exe,,low,10.0.0.36,47,ransomware,76,hash_142,92,unknown,83
2026-05-17 14:14:13.712104,user8,10.0.0.48,10.0.0.35,failed_login,svchost.exe,,medium,10.0.0.4,70,botnet,68,,33,benign,40
2026-05-17 14:22:44.712104,user6,10.0.0.31,10.0.0.48,failed_login,powershell.exe,,medium,10.0.0.46,70,unknown,77,,1,benign,29
2026-05-17 14:23:27.712104,user8,10.0.0.8,10.0.0.15,failed_login,cmd.exe,hash_87,low,10.0.0.2,7,benign,47,,10,benign,12
2026-05-17 14:30:47.712104,user17,10.0.0.7,10.0.0.3,failed_login,powershell.exe,,low,10.0.0.22,38,benign,9,,20,benign,42
2026-05-17 14:39:02.712104,user3,10.0.0.24,10.0.0.23,successful_login,winword.exe,,low,10.0.0.43,61,bruteforce,73,,76,ransomware,77
2026-05-17 14:54:09.712104,user13,10.0.0.29,10.0.0.12,privilege_escalation,powershell.exe,,low,10.0.0.28,48,botnet,57,hash_79,15,benign,17
2026-05-17 14:59:45.712104,user15,10.0.0.39,10.0.0.24,lateral_movement,chrome.exe,,critical,10.0.0.3,51,ransomware,68,,90,unknown,85
2026-05-17 15:02:59.712104,user19,10.0.0.41,10.0.0.10,impossible_travel,cmd.exe,,critical,10.0.0.26,87,ransomware,64,,30,benign,50
2026-05-17 15:10:20.712104,user7,10.0.0.26,10.0.0.5,successful_login,winword.exe,,medium,10.0.0.16,91,ransomware,74,,0,benign,11
2026-05-17 15:15:56.712104,user16,10.0.0.3,10.0.0.29,failed_login,chrome.exe,,medium,10.0.0.10,76,bruteforce,80,,35,benign,5
2026-05-17 15:20:35.712104,user10,10.0.0.48,10.0.0.14,successful_login,svchost.exe,,high,10.0.0.43,29,benign,38,,52,unknown,65
2026-05-17 15:23:55.712104,user3,10.0.0.48,10.0.0.50,successful_login,cmd.exe,,medium,10.0.0.36,60,unknown,53,,94,bruteforce,87
2026-05-17 15:27:47.712104,user10,10.0.0.32,10.0.0.13,successful_login,winword.exe,,low,10.0.0.2,87,unknown,99,hash_19,85,unknown,99
2026-05-17 15:32:55.712104,user14,10.0.0.8,10.0.0.13,failed_login,chrome.exe,,medium,10.0.0.31,40,benign,20,,4,benign,15
2026-05-17 15:34:38.712104,user11,10.0.0.1,10.0.0.48,suspicious_powershell,powershell.exe,,critical,10.0.0.18,64,phishing,68,,64,bruteforce,86
2026-05-17 15:36:30.712104,user14,10.0.0.16,10.0.0.45,successful_login,svchost.exe,,medium,10.0.0.23,91,bruteforce,71,,4,benign,48
2026-05-17 15:48:18.712104,user3,10.0.0.49,10.0.0.9,malware_detected,chrome.exe,,medium,10.0.0.48,80,bruteforce,57,,83,bruteforce,91
2026-05-17 15:52:54.712104,user20,10.0.0.47,10.0.0.5,successful_login,winword.exe,,high,10.0.0.12,55,phishing,65,,91,unknown,97
2026-05-17 16:10:45.712104,user5,10.0.0.10,10.0.0.41,impossible_travel,winword.exe,,high,10.0.0.25,41,botnet,67,hash_170,7,benign,47
2026-05-17 16:14:01.712104,user11,10.0.0.44,10.0.0.40,failed_login,winword.exe,,low,10.0.0.37,69,bruteforce,50,,50,phishing,55
2026-05-17 16:22:03.712104,user1,10.0.0.7,10.0.0.24,successful_login,powershell.exe,,medium,10.0.0.13,76,bruteforce,82,hash_139,62,bruteforce,57
2026-05-17 16:30:00.712104,user10,10.0.0.22,10.0.0.21,successful_login,winword.exe,,low,10.0.0.9,67,bruteforce,72,,6,benign,32
2026-05-17 16:30:58.712104,user4,10.0.0.47,10.0.0.45,successful_login,winword.exe,,medium,10.0.0.32,7,benign,8,,99,unknown,51
2026-05-17 16:32:20.712104,user4,10.0.0.8,10.0.0.16,failed_login,powershell.exe,,high,10.0.0.46,13,benign,18,,38,benign,3
2026-05-17 16:39:10.712104,user14,10.0.0.8,10.0.0.24,impossible_travel,svchost.exe,,high,10.0.0.28,25,benign,30,,90,botnet,77
2026-05-17 16:50:15.712104,user16,10.0.0.44,10.0.0.1,successful_login,powershell.exe,,medium,10.0.0.28,12,benign,17,,15,benign,11
2026-05-17 16:55:12.712104,user18,10.0.0.6,10.0.0.26,failed_login,powershell.exe,,high,10.0.0.30,21,benign,12,,37,benign,20
2026-05-17 17:09:16.712104,user8,10.0.0.34,10.0.0.48,successful_login,powershell.exe,,low,10.0.0.32,96,unknown,81,,57,botnet,78
2026-05-17 17:12:43.712104,user17,10.0.0.42,10.0.0.7,lateral_movement,svchost.exe,hash_82,high,10.0.0.37,91,unknown,93,,15,benign,9
2026-05-17 17:22:14.712104,user6,10.0.0.21,10.0.0.4,malware_detected,chrome.exe,,low,10.0.0.5,33,benign,27,,94,ransomware,71
2026-05-17 17:24:15.712104,user7,10.0.0.14,10.0.0.23,failed_login,svchost.exe,hash_151,medium,10.0.0.43,15,benign,28,,75,bruteforce,59
2026-05-17 17:36:26.712104,user1,10.0.0.28,10.0.0.26,successful_login,cmd.exe,,low,10.0.0.19,47,botnet,51,,100,ransomware,59
2026-05-17 17:39:08.712104,user9,10.0.0.36,10.0.0.7,malware_detected,powershell.exe,,medium,10.0.0.49,9,benign,21,,14,benign,45
2026-05-17 18:01:33.712104,user2,10.0.0.14,10.0.0.27,successful_login,powershell.exe,,low,10.0.0.34,2,benign,37,,58,bruteforce,91
2026-05-17 18:03:53.712104,user3,10.0.0.30,10.0.0.10,successful_login,svchost.exe,,high,10.0.0.36,73,botnet,50,,74,botnet,85
2026-05-17 18:08:07.712104,user7,10.0.0.25,10.0.0.3,successful_login,cmd.exe,,low,10.0.0.32,17,benign,34,hash_131,10,benign,40
2026-05-17 18:11:05.712104,user10,10.0.0.9,10.0.0.2,failed_login,chrome.exe,,low,10.0.0.12,63,botnet,95,,94,unknown,63
2026-05-17 18:13:54.712104,user12,10.0.0.23,10.0.0.14,successful_login,powershell.exe,,low,10.0.0.15,59,unknown,89,hash_157,0,benign,45
2026-05-17 18:16:19.712104,user1,10.0.0.5,10.0.0.28,failed_login,svchost.exe,,low,10.0.0.20,26,benign,42,,17,benign,40
2026-05-17 18:20:05.712104,user8,10.0.0.25,10.0.0.24,successful_login,svchost.exe,,high,10.0.0.30,54,botnet,75,,59,phishing,86
2026-05-17 18:24:38.712104,user20,10.0.0.18,10.0.0.47,successful_login,cmd.exe,,medium,10.0.0.39,58,phishing,100,,16,benign,31
2026-05-17 18:31:21.712104,user20,10.0.0.41,10.0.0.35,successful_login,winword.exe,,low,10.0.0.17,61,ransomware,73,,17,benign,50
2026-05-17 18:32:11.712104,user2,10.0.0.26,10.0.0.22,failed_login,svchost.exe,,critical,10.0.0.50,76,unknown,76,hash_117,6,benign,30
2026-05-17 18:41:01.712104,user15,10.0.0.17,10.0.0.5,successful_login,winword.exe,,high,10.0.0.27,56,ransomware,71,,34,benign,27
2026-05-17 18:46:07.712104,user12,10.0.0.31,10.0.0.13,failed_login,winword.exe,,low,10.0.0.36,68,ransomware,50,,10,benign,47
2026-05-17 18:48:54.712104,user12,10.0.0.19,10.0.0.17,successful_login,winword.exe,,medium,10.0.0.43,91,botnet,80,,67,unknown,80
2026-05-17 18:50:13.712104,user19,10.0.0.44,10.0.0.47,successful_login,svchost.exe,hash_18,low,10.0.0.48,95,ransomware,84,,56,phishing,98
2026-05-17 18:50:30.712104,user6,10.0.0.12,10.0.0.19,failed_login,cmd.exe,,critical,10.0.0.15,69,unknown,73,,2,benign,14
2026-05-17 19:05:25.712104,user15,10.0.0.6,10.0.0.12,lateral_movement,svchost.exe,,medium,10.0.0.50,41,botnet,52,,86,botnet,66
2026-05-17 19:25:58.712104,user8,10.0.0.43,10.0.0.15,successful_login,cmd.exe,,low,10.0.0.5,51,ransomware,91,,95,ransomware,50
2026-05-17 19:32:11.712104,user8,10.0.0.48,10.0.0.15,successful_login,cmd.exe,hash_193,low,10.0.0.26,9,benign,48,,20,benign,23
2026-05-17 19:36:31.712104,user7,10.0.0.31,10.0.0.33,failed_login,cmd.exe,,medium,10.0.0.9,76,botnet,98,,58,phishing,62
2026-05-17 19:37:51.712104,user11,10.0.0.6,10.0.0.26,malware_detected,cmd.exe,,high,10.0.0.11,16,benign,41,,51,ransomware,56
2026-05-17 19:50:28.712104,user11,10.0.0.35,10.0.0.21,successful_login,winword.exe,,medium,10.0.0.27,98,phishing,77,,14,benign,17
2026-05-17 19:53:39.712104,user2,10.0.0.43,10.0.0.40,impossible_travel,chrome.exe,,medium,10.0.0.49,24,benign,25,,8,benign,24
2026-05-17 20:04:43.712104,user11,10.0.0.43,10.0.0.32,successful_login,powershell.exe,,medium,10.0.0.10,33,benign,41,,30,benign,40
2026-05-17 20:04:56.712104,user14,10.0.0.14,10.0.0.2,privilege_escalation,chrome.exe,hash_44,low,10.0.0.20,17,benign,1,,61,ransomware,96
2026-05-17 20:06:57.712104,user10,10.0.0.2,10.0.0.8,impossible_travel,chrome.exe,,high,10.0.0.22,52,ransomware,78,,50,botnet,63
2026-05-17 20:09:12.712104,user1,10.0.0.3,10.0.0.18,successful_login,winword.exe,,low,10.0.0.1,14,benign,49,hash_145,53,ransomware,84
2026-05-17 20:15:47.712104,user15,10.0.0.39,10.0.0.27,failed_login,powershell.exe,,low,10.0.0.10,63,unknown,72,hash_69,58,botnet,50
2026-05-17 20:28:47.712104,user17,10.0.0.37,10.0.0.18,successful_login,chrome.exe,,high,10.0.0.22,15,benign,34,,29,benign,26
2026-05-17 21:04:50.712104,user14,10.0.0.40,10.0.0.50,successful_login,cmd.exe,,low,10.0.0.45,58,ransomware,64,,42,bruteforce,53
2026-05-17 21:06:58.712104,user18,10.0.0.7,10.0.0.24,failed_login,chrome.exe,hash_156,medium,10.0.0.36,77,bruteforce,80,hash_33,75,unknown,69
2026-05-17 21:17:00.712104,user9,10.0.0.31,10.0.0.31,failed_login,svchost.exe,,high,10.0.0.1,93,phishing,83,,3,benign,22
2026-05-17 21:20:10.712104,user20,10.0.0.9,10.0.0.17,malware_detected,winword.exe,,medium,10.0.0.28,26,benign,12,hash_117,66,botnet,63
2026-05-17 21:26:09.712104,user3,10.0.0.15,10.0.0.41,privilege_escalation,chrome.exe,,high,10.0.0.42,4,benign,19,hash_121,13,benign,2
2026-05-17 21:30:36.712104,user2,10.0.0.31,10.0.0.29,successful_login,cmd.exe,,medium,10.0.0.35,50,botnet,61,,23,benign,41
2026-05-17 21:41:49.712104,user9,10.0.0.19,10.0.0.34,successful_login,cmd.exe,hash_46,low,10.0.0.35,7,benign,16,,31,benign,11
2026-05-17 21:48:06.712104,user18,10.0.0.40,10.0.0.30,suspicious_powershell,winword.exe,,low,10.0.0.7,57,ransomware,94,,22,benign,15
2026-05-17 21:57:47.712104,user20,10.0.0.10,10.0.0.45,failed_login,chrome.exe,,critical,10.0.0.36,28,benign,34,hash_4,60,phishing,89
2026-05-17 22:02:17.712104,user18,10.0.0.2,10.0.0.32,malware_detected,chrome.exe,,low,10.0.0.21,61,ransomware,73,,13,benign,23
2026-05-17 22:09:27.712104,user9,10.0.0.34,10.0.0.29,lateral_movement,cmd.exe,,medium,10.0.0.22,71,bruteforce,76,,17,benign,40
2026-05-17 22:11:09.712104,user5,10.0.0.49,10.0.0.36,successful_login,chrome.exe,,low,10.0.0.1,10,benign,29,hash_140,2,benign,35
2026-05-17 22:13:26.712104,user6,10.0.0.16,10.0.0.16,lateral_movement,svchost.exe,,medium,10.0.0.6,81,unknown,86,,22,benign,28
2026-05-17 22:23:10.712104,user11,10.0.0.9,10.0.0.35,successful_login,cmd.exe,,medium,10.0.0.43,92,ransomware,62,,91,botnet,76
2026-05-17 22:30:41.712104,user6,10.0.0.11,10.0.0.46,successful_login,svchost.exe,,low,10.0.0.31,10,benign,25,,17,benign,41
2026-05-17 22:31:16.712104,user5,10.0.0.32,10.0.0.1,malware_detected,powershell.exe,,medium,10.0.0.43,89,unknown,59,,34,benign,27
2026-05-17 22:38:28.712104,user3,10.0.0.21,10.0.0.48,failed_login,cmd.exe,,low,10.0.0.18,76,phishing,87,,24,benign,12
2026-05-17 22:44:34.712104,user16,10.0.0.9,10.0.0.22,failed_login,chrome.exe,,low,10.0.0.5,100,phishing,85,hash_17,95,bruteforce,96
2026-05-17 22:51:01.712104,user20,10.0.0.10,10.0.0.39,successful_login,cmd.exe,,medium,10.0.0.39,87,botnet,58,,39,benign,45
2026-05-17 23:10:00.712104,user16,10.0.0.1,10.0.0.24,lateral_movement,svchost.exe,,high,10.0.0.35,70,phishing,97,,25,benign,3
2026-05-17 23:16:51.712104,user9,10.0.0.43,10.0.0.18,failed_login,winword.exe,hash_87,high,10.0.0.43,11,benign,33,,91,ransomware,66
2026-05-17 23:17:09.712104,user19,10.0.0.40,10.0.0.20,malware_detected,svchost.exe,,low,10.0.0.2,70,ransomware,87,hash_187,37,benign,39
2026-05-17 23:23:33.712104,user20,10.0.0.48,10.0.0.5,failed_login,svchost.exe,,low,10.0.0.32,22,benign,22,,37,benign,13
2026-05-17 23:27:33.712104,user3,10.0.0.24,10.0.0.13,successful_login,svchost.exe,,low,10.0.0.7,75,phishing,74,,59,botnet,59
2026-05-17 23:28:14.712104,user19,10.0.0.22,10.0.0.36,successful_login,chrome.exe,hash_49,low,10.0.0.13,43,unknown,75,,90,bruteforce,72
2026-05-17 23:29:51.712104,user20,10.0.0.37,10.0.0.11,malware_detected,cmd.exe,,low,10.0.0.7,4,benign,48,,62,botnet,56
2026-05-17 23:31:29.712104,user20,10.0.0.2,10.0.0.47,successful_login,chrome.exe,,low,10.0.0.32,34,benign,23,,35,benign,5
2026-05-17 23:35:43.712104,user5,10.0.0.20,10.0.0.42,failed_login,chrome.exe,,medium,10.0.0.12,11,benign,44,,73,bruteforce,79
2026-05-17 23:36:40.712104,user4,10.0.0.37,10.0.0.36,successful_login,svchost.exe,hash_44,low,10.0.0.42,55,bruteforce,78,hash_82,77,bruteforce,94
2026-05-17 23:45:57.712104,user8,10.0.0.25,10.0.0.9,impossible_travel,svchost.exe,hash_8,low,10.0.0.8,1,benign,31,,78,botnet,73
2026-05-17 23:55:40.712104,user13,10.0.0.9,10.0.0.33,suspicious_powershell,winword.exe,,low,10.0.0.42,67,ransomware,70,,37,benign,15
2026-05-17 23:57:14.712104,user3,10.0.0.45,10.0.0.41,successful_login,chrome.exe,,low,10.0.0.50,80,botnet,98,,36,benign,32
2026-05-17 23:58:56.712104,user4,10.0.0.13,10.0.0.45,failed_login,svchost.exe,,low,10.0.0.21,15,benign,28,,53,unknown,77
2026-05-18 00:03:49.712104,user2,10.0.0.39,10.0.0.20,impossible_travel,powershell.exe,,high,10.0.0.3,35,benign,34,,57,ransomware,87
2026-05-18 00:05:10.712104,user7,10.0.0.33,10.0.0.30,failed_login,cmd.exe,,medium,10.0.0.5,26,benign,42,,29,benign,49
2026-05-18 00:08:03.712104,user8,10.0.0.21,10.0.0.31,successful_login,svchost.exe,hash_54,high,10.0.0.32,81,phishing,51,,33,benign,34
2026-05-18 00:14:05.712104,user11,10.0.0.30,10.0.0.46,failed_login,chrome.exe,hash_163,medium,10.0.0.33,55,botnet,98,,38,benign,41
2026-05-18 00:18:28.712104,user1,10.0.0.39,10.0.0.46,failed_login,winword.exe,,medium,10.0.0.19,30,benign,33,,95,botnet,86
2026-05-18 00:24:32.712104,user11,10.0.0.5,10.0.0.26,failed_login,chrome.exe,hash_74,medium,10.0.0.2,87,unknown,81,,11,benign,28
2026-05-18 00:25:49.712104,user9,10.0.0.38,10.0.0.31,failed_login,cmd.exe,hash_186,low,10.0.0.31,45,botnet,86,,13,benign,31
2026-05-18 00:33:19.712104,user18,10.0.0.1,10.0.0.23,successful_login,cmd.exe,,medium,10.0.0.48,53,bruteforce,75,hash_107,31,benign,25
2026-05-18 00:44:59.712104,user9,10.0.0.41,10.0.0.21,suspicious_powershell,winword.exe,,low,10.0.0.3,83,ransomware,81,hash_123,21,benign,38
2026-05-18 00:51:30.712104,user19,10.0.0.19,10.0.0.9,successful_login,powershell.exe,,low,10.0.0.36,5,benign,35,,53,bruteforce,61
2026-05-18 01:14:24.712104,user20,10.0.0.20,10.0.0.34,malware_detected,chrome.exe,,high,10.0.0.9,36,benign,20,,24,benign,11
2026-05-18 01:19:40.712104,user15,10.0.0.29,10.0.0.15,successful_login,chrome.exe,,low,10.0.0.22,47,unknown,53,hash_110,6,benign,16
2026-05-18 01:19:44.712104,user10,10.0.0.28,10.0.0.29,failed_login,winword.exe,,low,10.0.0.23,4,benign,37,,90,phishing,72
2026-05-18 01:20:13.712104,user13,10.0.0.3,10.0.0.48,impossible_travel,powershell.exe,,low,10.0.0.23,6,benign,12,,44,bruteforce,93
2026-05-18 01:24:00.712104,user9,10.0.0.36,10.0.0.34,failed_login,winword.exe,hash_1,high,10.0.0.10,63,phishing,74,,92,ransomware,81
2026-05-18 01:27:02.712104,user20,10.0.0.5,10.0.0.12,impossible_travel,powershell.exe,,low,10.0.0.30,99,botnet,65,,91,bruteforce,77
2026-05-18 01:28:29.712104,user9,10.0.0.8,10.0.0.14,successful_login,winword.exe,,low,10.0.0.47,21,benign,24,hash_23,98,unknown,82
2026-05-18 01:38:32.712104,user10,10.0.0.19,10.0.0.47,malware_detected,chrome.exe,,low,10.0.0.31,52,unknown,92,,3,benign,44
2026-05-18 01:56:11.712104,user19,10.0.0.12,10.0.0.18,successful_login,chrome.exe,hash_146,high,10.0.0.37,44,phishing,61,,98,phishing,59
2026-05-18 02:14:47.712104,user2,10.0.0.37,10.0.0.44,successful_login,winword.exe,,low,10.0.0.5,39,benign,46,hash_188,64,phishing,79
2026-05-18 02:18:54.712104,user17,10.0.0.7,10.0.0.9,malware_detected,powershell.exe,hash_99,medium,10.0.0.24,95,phishing,74,hash_27,26,benign,21
2026-05-18 02:27:15.712104,user17,10.0.0.23,10.0.0.38,failed_login,winword.exe,,low,10.0.0.46,65,botnet,88,hash_63,97,unknown,51
2026-05-18 02:35:12.712104,user14,10.0.0.35,10.0.0.23,failed_login,chrome.exe,,low,10.0.0.13,10,benign,44,,37,benign,25
2026-05-18 02:37:13.712104,user2,10.0.0.26,10.0.0.36,failed_login,cmd.exe,,low,10.0.0.26,49,ransomware,84,,78,ransomware,61
2026-05-18 02:44:55.712104,user10,10.0.0.17,10.0.0.36,impossible_travel,svchost.exe,,low,10.0.0.35,66,botnet,63,,19,benign,23
2026-05-18 02:48:27.712104,user5,10.0.0.3,10.0.0.2,suspicious_powershell,powershell.exe,,low,10.0.0.31,19,benign,39,,88,bruteforce,52
2026-05-18 02:59:24.712104,user5,10.0.0.31,10.0.0.42,failed_login,svchost.exe,,low,10.0.0.26,72,botnet,96,,56,botnet,68
2026-05-18 03:01:59.712104,user10,10.0.0.29,10.0.0.27,successful_login,powershell.exe,,low,10.0.0.23,73,unknown,87,,42,bruteforce,76
2026-05-18 03:04:29.712104,user5,10.0.0.10,10.0.0.27,impossible_travel,chrome.exe,,medium,10.0.0.36,31,benign,35,,8,benign,30
2026-05-18 03:36:48.712104,user15,10.0.0.43,10.0.0.18,successful_login,powershell.exe,,low,10.0.0.27,18,benign,6,,11,benign,27
2026-05-18 03:39:16.712104,user8,10.0.0.16,10.0.0.9,failed_login,chrome.exe,,low,10.0.0.2,58,unknown,71,,50,ransomware,79
2026-05-18 03:53:50.712104,user1,10.0.0.19,10.0.0.11,suspicious_powershell,cmd.exe,,low,10.0.0.18,82,unknown,81,,93,botnet,81
2026-05-18 04:06:05.712104,user16,10.0.0.38,10.0.0.16,successful_login,cmd.exe,,medium,10.0.0.32,10,benign,46,,35,benign,10
2026-05-18 04:17:10.712104,user1,10.0.0.32,10.0.0.32,malware_detected,svchost.exe,,low,10.0.0.19,4,benign,20,,90,botnet,82
2026-05-18 04:18:58.712104,user2,10.0.0.17,10.0.0.46,successful_login,cmd.exe,,low,10.0.0.46,11,benign,49,,73,ransomware,66
2026-05-18 04:20:06.712104,user19,10.0.0.7,10.0.0.4,failed_login,svchost.exe,,medium,10.0.0.24,13,benign,14,,65,ransomware,85
2026-05-18 04:26:10.712104,user2,10.0.0.50,10.0.0.20,suspicious_powershell,svchost.exe,,high,10.0.0.36,54,ransomware,70,hash_159,4,benign,30
2026-05-18 04:34:24.712104,user8,10.0.0.14,10.0.0.13,successful_login,powershell.exe,,low,10.0.0.47,54,unknown,87,hash_103,14,benign,34
2026-05-18 04:37:41.712104,user15,10.0.0.1,10.0.0.47,failed_login,chrome.exe,,low,10.0.0.27,27,benign,23,,61,botnet,89
2026-05-18 04:50:32.712104,user5,10.0.0.40,10.0.0.2,failed_login,powershell.exe,,medium,10.0.0.22,75,ransomware,65,,98,ransomware,91
2026-05-18 05:00:44.712104,user9,10.0.0.34,10.0.0.36,failed_login,cmd.exe,,high,10.0.0.43,20,benign,36,,83,unknown,90
2026-05-18 05:00:55.712104,user5,10.0.0.4,10.0.0.44,successful_login,winword.exe,hash_143,medium,10.0.0.40,71,unknown,93,,36,benign,38
2026-05-18 05:11:22.712104,user14,10.0.0.14,10.0.0.18,lateral_movement,svchost.exe,,high,10.0.0.48,33,benign,28,,50,phishing,89
2026-05-18 05:14:28.712104,user17,10.0.0.12,10.0.0.17,failed_login,cmd.exe,,low,10.0.0.5,2,benign,46,,74,botnet,75
2026-05-18 05:17:16.712104,user5,10.0.0.7,10.0.0.24,successful_login,chrome.exe,,high,10.0.0.46,45,ransomware,53,hash_92,73,phishing,88
2026-05-18 05:25:31.712104,user2,10.0.0.23,10.0.0.2,malware_detected,winword.exe,,low,10.0.0.39,8,benign,45,,91,ransomware,51
2026-05-18 05:25:53.712104,user9,10.0.0.30,10.0.0.42,successful_login,svchost.exe,,low,10.0.0.8,78,botnet,51,,69,phishing,53
2026-05-18 05:27:27.712104,user19,10.0.0.21,10.0.0.13,malware_detected,cmd.exe,,low,10.0.0.7,92,phishing,73,,63,phishing,67
2026-05-18 05:27:38.712104,user10,10.0.0.31,10.0.0.30,successful_login,powershell.exe,,medium,10.0.0.35,66,botnet,50,hash_154,39,benign,15
2026-05-18 05:44:15.712104,user15,10.0.0.30,10.0.0.12,successful_login,chrome.exe,,medium,10.0.0.24,98,phishing,68,,46,phishing,69
2026-05-18 05:46:54.712104,user14,10.0.0.22,10.0.0.14,successful_login,cmd.exe,,critical,10.0.0.45,40,benign,15,,14,benign,3
2026-05-18 06:20:45.712104,user1,10.0.0.42,10.0.0.45,malware_detected,chrome.exe,hash_121,high,10.0.0.35,72,unknown,64,,14,benign,29
2026-05-18 06:23:09.712104,user16,10.0.0.46,10.0.0.1,failed_login,svchost.exe,hash_63,low,10.0.0.2,51,bruteforce,64,,97,unknown,65
